account_id,marketing_channel,sharp_yn,country_group,account_open_year,account_open_month,sharp_flag
7239,Affiliates,N,United Kingdom,2018,4,0
7240,Direct,N,United Kingdom,2018,4,0
7241,PPC (inc Competitor),N,United Kingdom,2018,4,0
7242,SEO,N,United Kingdom,2018,7,0
7243,PPC Brand,N,United Kingdom,2018,9,0
7244,Direct,N,United Kingdom,2018,7,0
7245,PPC Brand,N,United Kingdom,2018,8,0
7246,Direct,Y,United Kingdom,2018,10,1
7247,PPC (inc Competitor),N,Ireland,2018,3,0
7248,Direct,N,United Kingdom,2018,5,0
7249,Social,N,United Kingdom,2018,3,0
7250,PPC (inc Competitor),N,United Kingdom,2018,4,0
7251,Affiliates,N,United Kingdom,2018,2,0
7252,PPC Brand,N,United Kingdom,2018,4,0
7253,Affiliates,N,United Kingdom,2018,6,0
7254,Affiliates,N,United Kingdom,2018,4,0
7255,Direct,N,Ireland,2018,3,0
7256,Affiliates,Y,United Kingdom,2017,3,1
7257,Social,N,Ireland,2014,3,0
7258,Display,N,Ireland,2017,4,0
7259,Direct,N,Ireland,2002,8,0
7260,Direct,N,Ireland,2017,8,0
7261,Direct,N,Ireland,2015,3,0
7262,PPC Brand,N,United Kingdom,2016,4,0
7263,PPC Brand,N,United Kingdom,2012,11,0
7264,Affiliates,N,United Kingdom,2012,4,0
7265,Affiliates,N,United Kingdom,2015,8,0
7266,Affiliates,N,United Kingdom,2013,12,0
7267,Direct,N,Ireland,2012,11,0
7268,PPC Brand,N,United Kingdom,2016,12,0
7269,Direct,N,United Kingdom,2015,9,0
7270,SEO,N,United Kingdom,2010,4,0
7271,Direct,N,United Kingdom,2015,11,0
7272,PPC Brand,N,United Kingdom,2016,3,0
7273,Direct,N,Ireland,2013,3,0
7274,Direct,N,Ireland,2012,3,0
7275,SEO,N,United Kingdom,2017,8,0
7276,PPC (inc Competitor),N,United Kingdom,2016,4,0
7277,Direct,N,United Kingdom,2011,3,0
7278,PPC (inc Competitor),N,United Kingdom,2018,10,0
7279,Affiliates,N,United Kingdom,2018,10,0
7280,SEO,N,United Kingdom,2018,11,0
7281,Affiliates,N,United Kingdom,2018,12,0
7282,SEO,Y,United Kingdom,2018,9,1
7283,Affiliates,Y,United Kingdom,2014,5,1
7284,Direct,N,Ireland,2017,3,0
7285,Direct,N,Ireland,2009,11,0
7286,PPC Brand,N,United Kingdom,2016,6,0
7287,Direct,N,United Kingdom,2017,8,0
7288,Direct,N,United Kingdom,2014,4,0
7289,PPC (inc Competitor),N,United Kingdom,2016,7,0
7290,Direct,N,Ireland,2013,4,0
7291,PPC (inc Competitor),N,United Kingdom,2017,3,0
7292,Social,N,United Kingdom,2016,10,0
7293,Affiliates,N,United Kingdom,2006,12,0
7294,SEO,N,United Kingdom,2018,11,0
7295,Social,N,United Kingdom,2015,11,0
7296,Direct,N,United Kingdom,2015,8,0
7297,PPC Brand,N,United Kingdom,2017,4,0
7298,Direct,N,Ireland,2012,4,0
7299,PPC Brand,N,United Kingdom,2018,10,0
7300,SEO,N,United Kingdom,2018,12,0
7301,Direct,N,United Kingdom,2018,11,0
7302,Direct,N,Ireland,2016,2,0
7303,PPC (inc Competitor),N,United Kingdom,2018,10,0
7304,SEO,Y,Other,2017,11,1
7305,Affiliates,Y,United Kingdom,2008,9,1
7306,SEO,Y,United Kingdom,2016,4,1
7307,Affiliates,Y,United Kingdom,2014,2,1
7308,SEO,N,United Kingdom,2018,6,0
7309,Affiliates,Y,United Kingdom,2018,7,1
7310,Affiliates,N,United Kingdom,2014,4,0
7311,SEO,N,United Kingdom,2015,4,0
7312,Direct,N,Ireland,2010,8,0
7313,Direct,N,Ireland,2013,12,0
7314,PPC Brand,N,United Kingdom,2017,4,0
7315,Direct,N,United Kingdom,2017,10,0
7316,PPC Brand,N,United Kingdom,2017,4,0
7317,Direct,N,Ireland,2006,6,0
7318,Affiliates,N,United Kingdom,2010,7,0
7319,PPC (inc Competitor),N,United Kingdom,2009,6,0
7320,Direct,N,United Kingdom,2015,10,0
7321,PPC (inc Competitor),N,United Kingdom,2017,2,0
7322,Direct,N,United Kingdom,2015,6,0
7323,SEO,N,United Kingdom,2013,8,0
7324,PPC Brand,Y,United Kingdom,2018,10,1
7325,Direct,N,United Kingdom,2018,10,0
7326,PPC Brand,Y,United Kingdom,2018,6,1
7327,Affiliates,Y,United Kingdom,2016,10,1
7328,Affiliates,N,United Kingdom,2018,6,0
7329,SEO,N,United Kingdom,2016,9,0
7330,Direct,N,United Kingdom,2016,1,0
7331,SEO,Y,United Kingdom,2018,12,1
7332,Affiliates,N,United Kingdom,2018,10,0
7333,PPC Brand,Y,United Kingdom,2018,12,1
7334,PPC Brand,Y,United Kingdom,2018,10,1
7335,Direct,Y,Other,2016,12,1
7336,Direct,Y,Other,2018,11,1
7337,Affiliates,Y,United Kingdom,2018,8,1
7338,PPC Brand,N,United Kingdom,2017,4,0
7339,Social,N,United Kingdom,2016,4,0
7340,Affiliates,N,United Kingdom,2017,3,0
7341,PPC Brand,N,United Kingdom,2012,3,0
7342,PPC Brand,N,United Kingdom,2010,2,0
7343,Affiliates,N,United Kingdom,2018,8,0
7344,Affiliates,N,United Kingdom,2018,6,0
7345,Affiliates,N,United Kingdom,2013,2,0
7346,SEO,N,Ireland,2015,9,0
7347,Direct,N,United Kingdom,2018,8,0
7348,PPC Brand,N,Ireland,2018,7,0
7349,Direct,Y,United Kingdom,2018,10,1
7350,Affiliates,N,United Kingdom,2018,11,0
7351,PPC Brand,Y,United Kingdom,2018,11,1
7352,PPC Brand,N,United Kingdom,2018,11,0
7353,Affiliates,N,United Kingdom,2018,12,0
7354,Affiliates,Y,Other,2017,9,1
7355,PPC (inc Competitor),N,Ireland,2014,3,0
7356,Direct,N,Ireland,2007,5,0
7357,Affiliates,N,United Kingdom,2013,4,0
7358,Affiliates,Y,United Kingdom,2016,5,1
7359,PPC Brand,Y,United Kingdom,2017,10,1
7360,Affiliates,Y,United Kingdom,2018,2,1
7361,Direct,N,Ireland,2017,3,0
7362,Direct,N,Ireland,2010,7,0
7363,PPC Brand,N,Ireland,2017,11,0
7364,SEO,Y,Other,2018,11,1
7365,Direct,N,United Kingdom,2012,4,0
7366,Direct,N,United Kingdom,2016,11,0
7367,Direct,N,United Kingdom,2016,5,0
7368,PPC Brand,N,United Kingdom,2013,11,0
7369,Social,N,United Kingdom,2017,2,0
7370,PPC (inc Competitor),N,United Kingdom,2017,10,0
7371,PPC Brand,N,United Kingdom,2009,3,0
7372,Direct,N,United Kingdom,2017,10,0
7373,Direct,N,United Kingdom,2016,6,0
7374,PPC (inc Competitor),N,United Kingdom,2015,7,0
7375,PPC Brand,N,United Kingdom,2016,6,0
7376,Direct,Y,United Kingdom,2018,2,1
7377,PPC (inc Competitor),N,United Kingdom,2012,4,0
7378,Other,N,United Kingdom,2015,3,0
7379,Affiliates,N,United Kingdom,2018,6,0
7380,SEO,N,United Kingdom,2018,6,0
7381,SEO,N,United Kingdom,2018,5,0
7382,PPC (inc Competitor),N,United Kingdom,2015,3,0
7383,Direct,N,United Kingdom,2015,8,0
7384,Direct,N,United Kingdom,2014,4,0
7385,PPC Brand,N,United Kingdom,2013,5,0
7386,PPC Brand,N,United Kingdom,2016,11,0
7387,PPC Brand,N,United Kingdom,2014,2,0
7388,Affiliates,N,United Kingdom,2017,4,0
7389,Direct,N,United Kingdom,2016,4,0
7390,Display,N,United Kingdom,2014,11,0
7391,Direct,N,United Kingdom,2016,4,0
7392,Social,N,United Kingdom,2016,4,0
7393,PPC Brand,Y,United Kingdom,2018,10,1
7394,PPC Brand,Y,United Kingdom,2018,10,1
7395,SEO,Y,United Kingdom,2018,11,1
7396,Direct,Y,United Kingdom,2018,12,1
7397,Affiliates,Y,United Kingdom,2018,11,1
7398,SEO,N,Ireland,2018,10,0
7399,Affiliates,N,United Kingdom,2018,12,0
7400,Direct,N,United Kingdom,2018,12,0
7401,PPC Brand,N,United Kingdom,2018,12,0
7402,Direct,Y,United Kingdom,2018,12,1
7403,Affiliates,Y,United Kingdom,2013,3,1
7404,SEO,Y,United Kingdom,2018,5,1
7405,Social,N,United Kingdom,2018,5,0
7406,SEO,N,United Kingdom,2018,8,0
7407,PPC Brand,N,United Kingdom,2018,8,0
7408,PPC Brand,N,United Kingdom,2018,5,0
7409,Affiliates,N,United Kingdom,2018,6,0
7410,PPC (inc Competitor),N,United Kingdom,2018,6,0
7411,SEO,N,United Kingdom,2018,7,0
7412,Direct,N,United Kingdom,2018,2,0
7413,PPC Brand,N,United Kingdom,2018,3,0
7414,Affiliates,N,United Kingdom,2018,10,0
7415,PPC (inc Competitor),N,United Kingdom,2018,4,0
7416,Direct,N,United Kingdom,2018,5,0
7417,Direct,N,United Kingdom,2018,6,0
7418,Affiliates,N,United Kingdom,2018,3,0
7419,SEO,Y,Other,2018,11,1
7420,Affiliates,N,Ireland,2009,12,0
7421,PPC Brand,Y,United Kingdom,2018,11,1
7422,Direct,Y,Ireland,1998,8,1
7423,Direct,N,United Kingdom,2018,10,0
7424,Direct,Y,Ireland,2005,12,1
7425,Display,N,United Kingdom,2018,12,0
7426,SEO,N,Ireland,2010,4,0
7427,PPC (inc Competitor),N,United Kingdom,2018,12,0
7428,Direct,N,Ireland,2002,1,0
7429,SEO,N,Ireland,2018,12,0
7430,SEO,N,United Kingdom,2018,12,0
7431,Direct,N,United Kingdom,2017,4,0
7432,PPC Brand,Y,United Kingdom,2018,5,1
7433,Direct,N,Ireland,2007,4,0
7434,Affiliates,Y,United Kingdom,2016,5,1
7435,Direct,N,Ireland,2016,10,0
7436,Affiliates,N,United Kingdom,2012,4,0
7437,Direct,N,United Kingdom,2017,8,0
7438,PPC (inc Competitor),N,United Kingdom,2018,6,0
7439,Direct,N,United Kingdom,2018,5,0
7440,PPC Brand,N,United Kingdom,2017,1,0
7441,Affiliates,Y,United Kingdom,2018,3,1
7442,Affiliates,N,United Kingdom,2018,6,0
7443,Direct,N,Ireland,2015,6,0
7444,Direct,N,Ireland,2014,8,0
7445,Direct,N,Ireland,2014,7,0
7446,Direct,N,Ireland,2016,3,0
7447,Direct,N,Ireland,2014,4,0
7448,Direct,N,Ireland,2012,10,0
7449,Display,N,Ireland,2016,3,0
7450,Direct,N,United Kingdom,2017,1,0
7451,PPC (inc Competitor),N,United Kingdom,2016,11,0
7452,PPC Brand,N,United Kingdom,2016,9,0
7453,Direct,N,United Kingdom,2016,5,0
7454,Direct,N,United Kingdom,2006,2,0
7455,SEO,N,United Kingdom,2016,6,0
7456,SEO,N,United Kingdom,2012,5,0
7457,Affiliates,N,United Kingdom,2016,2,0
7458,SEO,N,United Kingdom,2015,4,0
7459,Direct,N,United Kingdom,2016,1,0
7460,Direct,N,Ireland,2018,5,0
7461,PPC Brand,N,United Kingdom,2018,10,0
7462,Direct,N,Ireland,2012,3,0
7463,SEO,N,Ireland,2010,4,0
7464,Direct,N,Ireland,2005,7,0
7465,Affiliates,Y,United Kingdom,2018,12,1
7466,Direct,N,United Kingdom,2018,10,0
7467,PPC Brand,N,United Kingdom,2018,12,0
7468,PPC (inc Competitor),N,United Kingdom,2018,12,0
7469,PPC Brand,N,United Kingdom,2018,11,0
7470,Affiliates,Y,United Kingdom,2010,10,1
7471,SEO,Y,Other,2018,6,1
7472,SEO,N,United Kingdom,2018,8,0
7473,SEO,N,United Kingdom,2018,6,0
7474,Affiliates,N,United Kingdom,2018,7,0
7475,SEO,N,United Kingdom,2018,3,0
7476,Direct,N,United Kingdom,2018,9,0
7477,PPC Brand,N,United Kingdom,2018,12,0
7478,Social,N,United Kingdom,2018,6,0
7479,SEO,N,United Kingdom,2018,4,0
7480,Direct,N,United Kingdom,2018,5,0
7481,Direct,N,Ireland,2018,4,0
7482,Direct,N,Ireland,2018,2,0
7483,Social,N,United Kingdom,2018,6,0
7484,Direct,N,United Kingdom,2018,1,0
7485,Direct,N,United Kingdom,2018,1,0
7486,Direct,N,United Kingdom,2018,6,0
7487,Direct,Y,United Kingdom,2018,6,1
7488,PPC Brand,N,United Kingdom,2018,11,0
7489,PPC Brand,Y,United Kingdom,2018,4,1
7490,SEO,Y,United Kingdom,2012,4,1
7491,Direct,Y,Other,2018,1,1
7492,Direct,Y,United Kingdom,2016,7,1
7493,Direct,Y,Other,2018,10,1
7494,Direct,Y,United Kingdom,2016,9,1
7495,PPC Brand,Y,United Kingdom,2018,11,1
7496,Affiliates,N,United Kingdom,2006,6,0
7497,SEO,N,Ireland,2009,9,0
7498,Direct,Y,United Kingdom,2007,4,1
7499,PPC Brand,N,United Kingdom,2013,4,0
7500,PPC Brand,N,Ireland,2013,3,0
7501,Direct,N,Ireland,2017,10,0
7502,PPC Brand,N,Ireland,2015,11,0
7503,Direct,N,Ireland,2012,4,0
7504,Direct,N,Ireland,2014,7,0
7505,Direct,N,Ireland,2017,3,0
7506,Direct,N,Ireland,2016,2,0
7507,Direct,N,United Kingdom,2015,5,0
7508,SEO,N,United Kingdom,2017,6,0
7509,Direct,N,United Kingdom,2017,8,0
7510,PPC (inc Competitor),N,United Kingdom,2013,4,0
7511,Direct,N,Ireland,2001,8,0
7512,PPC (inc Competitor),N,United Kingdom,2017,3,0
7513,PPC (inc Competitor),N,United Kingdom,2017,3,0
7514,Display,N,United Kingdom,2016,4,0
7515,Direct,N,Ireland,2012,3,0
7516,Affiliates,Y,United Kingdom,2018,11,1
7517,SEO,N,United Kingdom,2018,11,0
7518,PPC (inc Competitor),N,United Kingdom,2018,10,0
7519,Direct,N,United Kingdom,2018,10,0
7520,PPC (inc Competitor),N,United Kingdom,2018,11,0
7521,PPC Brand,N,United Kingdom,2014,5,0
7522,SEO,Y,Other,2018,7,1
7523,SEO,Y,Other,2018,8,1
7524,PPC Brand,Y,United Kingdom,2018,9,1
7525,Affiliates,N,United Kingdom,2017,1,0
7526,Affiliates,N,United Kingdom,2018,4,0
7527,Direct,N,Ireland,2013,10,0
7528,PPC Brand,N,United Kingdom,2018,3,0
7529,Direct,N,United Kingdom,2014,4,0
7530,Direct,N,Ireland,2015,3,0
7531,Direct,N,United Kingdom,2018,1,0
7532,PPC Brand,N,United Kingdom,2018,2,0
7533,Direct,N,United Kingdom,2018,3,0
7534,Direct,N,Ireland,2007,3,0
7535,PPC Brand,N,United Kingdom,2016,2,0
7536,Direct,N,Ireland,2016,11,0
7537,SEO,N,Ireland,2009,4,0
7538,Other,N,Ireland,2010,8,0
7539,Direct,N,United Kingdom,2014,2,0
7540,PPC (inc Competitor),N,United Kingdom,2013,4,0
7541,Social,N,United Kingdom,2016,10,0
7542,Direct,N,United Kingdom,2005,2,0
7543,PPC Brand,N,United Kingdom,2012,10,0
7544,PPC Brand,Y,United Kingdom,2010,4,1
7545,Affiliates,N,United Kingdom,2012,6,0
7546,SEO,N,United Kingdom,2014,12,0
7547,Social,Y,United Kingdom,2017,6,1
7548,PPC Brand,N,United Kingdom,2018,3,0
7549,Affiliates,Y,United Kingdom,2018,6,1
7550,Affiliates,Y,United Kingdom,2018,9,1
7551,Direct,N,Ireland,2016,1,0
7552,PPC Brand,Y,United Kingdom,2018,3,1
7553,Affiliates,Y,United Kingdom,2018,4,1
7554,SEO,N,Ireland,2017,4,0
7555,Affiliates,Y,United Kingdom,2009,2,1
7556,Direct,N,United Kingdom,2015,3,0
7557,Direct,N,United Kingdom,2016,3,0
7558,PPC Brand,Y,United Kingdom,2012,11,1
7559,SEO,N,United Kingdom,2009,8,0
7560,Direct,N,United Kingdom,2017,5,0
7561,Direct,N,United Kingdom,2015,11,0
7562,Display,N,United Kingdom,2016,7,0
7563,PPC Brand,N,United Kingdom,2015,2,0
7564,Affiliates,N,United Kingdom,2008,4,0
7565,PPC Brand,N,United Kingdom,2012,8,0
7566,SEO,N,United Kingdom,2011,3,0
7567,Direct,N,United Kingdom,2018,4,0
7568,PPC (inc Competitor),N,United Kingdom,2013,8,0
7569,Affiliates,N,United Kingdom,2011,4,0
7570,SEO,N,United Kingdom,2010,2,0
7571,Direct,N,United Kingdom,2011,9,0
7572,Affiliates,Y,United Kingdom,2018,5,1
7573,Direct,N,United Kingdom,2017,4,0
7574,Direct,N,United Kingdom,2013,4,0
7575,Affiliates,N,United Kingdom,2012,12,0
7576,Direct,N,United Kingdom,2015,4,0
7577,Affiliates,Y,United Kingdom,2018,5,1
7578,Direct,N,United Kingdom,2017,2,0
7579,Display,N,United Kingdom,2018,7,0
7580,SEO,Y,Other,2018,7,1
7581,Direct,N,United Kingdom,2016,9,0
7582,Affiliates,Y,United Kingdom,2018,7,1
7583,Direct,N,United Kingdom,2014,10,0
7584,Display,N,United Kingdom,2017,8,0
7585,Display,N,Ireland,2004,3,0
7586,Direct,Y,United Kingdom,2014,6,1
7587,Social,N,United Kingdom,2016,11,0
7588,PPC Brand,N,United Kingdom,2017,10,0
7589,PPC Brand,N,United Kingdom,2017,4,0
7590,SEO,Y,United Kingdom,2018,8,1
7591,Direct,Y,United Kingdom,2018,9,1
7592,Direct,N,United Kingdom,2016,7,0
7593,SEO,Y,United Kingdom,2015,12,1
7594,PPC Brand,N,United Kingdom,2014,6,0
7595,Direct,Y,United Kingdom,2017,1,1
7596,PPC (inc Competitor),N,United Kingdom,2017,3,0
7597,SEO,Y,United Kingdom,2010,6,1
7598,Direct,Y,United Kingdom,2017,11,1
7599,SEO,N,Ireland,2013,3,0
7600,SEO,N,Ireland,2016,6,0
7601,Affiliates,N,United Kingdom,2018,8,0
7602,Affiliates,N,United Kingdom,2018,7,0
7603,PPC Brand,N,United Kingdom,2018,6,0
7604,SEO,N,United Kingdom,2018,7,0
7605,PPC Brand,N,Ireland,2018,3,0
7606,PPC Brand,N,United Kingdom,2018,4,0
7607,Direct,N,United Kingdom,2018,6,0
7608,PPC Brand,N,Ireland,2018,3,0
7609,Direct,N,United Kingdom,2018,4,0
7610,SEO,N,United Kingdom,2018,3,0
7611,Affiliates,N,United Kingdom,2018,9,0
7612,Direct,N,Ireland,2002,5,0
7613,Affiliates,N,United Kingdom,2015,11,0
7614,Direct,Y,United Kingdom,2017,3,1
7615,Direct,N,United Kingdom,2015,7,0
7616,Direct,Y,Other,2018,4,1
7617,Direct,Y,Other,2018,5,1
7618,SEO,Y,Other,2018,9,1
7619,Direct,N,Ireland,2013,11,0
7620,Affiliates,Y,United Kingdom,2018,6,1
7621,Direct,N,Ireland,2015,3,0
7622,Direct,N,Ireland,2011,12,0
7623,Direct,N,Ireland,2005,2,0
7624,Direct,N,Ireland,2013,3,0
7625,Direct,N,Ireland,2017,4,0
7626,Direct,N,Ireland,1998,4,0
7627,Direct,N,United Kingdom,2010,4,0
7628,PPC Brand,N,United Kingdom,2016,3,0
7629,Direct,N,United Kingdom,2015,12,0
7630,Direct,N,United Kingdom,2017,12,0
7631,Affiliates,N,United Kingdom,2015,4,0
7632,Affiliates,N,United Kingdom,2008,12,0
7633,PPC Brand,N,United Kingdom,2014,4,0
7634,Direct,N,United Kingdom,2013,10,0
7635,Affiliates,N,Ireland,2013,1,0
7636,Direct,N,Ireland,2011,6,0
7637,Direct,Y,United Kingdom,2018,12,1
7638,Direct,N,United Kingdom,2016,2,0
7639,Affiliates,Y,United Kingdom,2003,11,1
7640,Direct,N,United Kingdom,2016,6,0
7641,PPC (inc Competitor),N,United Kingdom,2018,3,0
7642,Direct,N,United Kingdom,2018,3,0
7643,PPC Brand,N,United Kingdom,2018,4,0
7644,SEO,Y,United Kingdom,2015,10,1
7645,Direct,Y,United Kingdom,2016,3,1
7646,Other,N,Ireland,2006,10,0
7647,Affiliates,N,United Kingdom,2015,1,0
7648,Social,N,United Kingdom,2018,2,0
7649,Affiliates,Y,United Kingdom,2016,12,1
7650,Direct,N,United Kingdom,2015,12,0
7651,Direct,N,Ireland,2008,3,0
7652,Affiliates,N,United Kingdom,2014,3,0
7653,Direct,N,United Kingdom,2015,12,0
7654,Other,N,United Kingdom,2017,4,0
7655,Affiliates,Y,United Kingdom,2015,2,1
7656,Other,N,Ireland,2007,11,0
7657,Direct,N,United Kingdom,2014,5,0
7658,Direct,Y,United Kingdom,2017,2,1
7659,Affiliates,N,United Kingdom,2016,12,0
7660,SEO,N,United Kingdom,2018,11,0
7661,Direct,Y,United Kingdom,2017,1,1
7662,SEO,N,United Kingdom,2016,11,0
7663,SEO,N,United Kingdom,2012,3,0
7664,SEO,N,United Kingdom,2018,9,0
7665,Direct,N,Ireland,2011,12,0
7666,SEO,N,United Kingdom,2018,4,0
7667,Direct,Y,United Kingdom,2018,7,1
7668,Direct,N,Ireland,2007,3,0
7669,SEO,N,Ireland,2009,11,0
7670,SEO,N,Ireland,2017,4,0
7671,Direct,Y,Ireland,2015,11,1
7672,SEO,Y,Other,2018,3,1
7673,SEO,N,United Kingdom,2018,7,0
7674,Direct,N,United Kingdom,2017,10,0
7675,PPC Brand,N,United Kingdom,2012,4,0
7676,Affiliates,N,United Kingdom,2002,3,0
7677,PPC (inc Competitor),Y,United Kingdom,2017,4,1
7678,Affiliates,Y,United Kingdom,2018,3,1
7679,Affiliates,Y,United Kingdom,2011,3,1
7680,Affiliates,Y,United Kingdom,2018,8,1
7681,PPC (inc Competitor),N,United Kingdom,2016,6,0
7682,Direct,N,United Kingdom,2013,3,0
7683,Affiliates,N,United Kingdom,2015,4,0
7684,PPC Brand,N,United Kingdom,2012,4,0
7685,PPC Brand,N,United Kingdom,2012,8,0
7686,Direct,Y,United Kingdom,2018,1,1
7687,PPC Brand,Y,United Kingdom,2016,11,1
7688,Direct,Y,United Kingdom,2016,2,1
7689,SEO,N,United Kingdom,2015,12,0
7690,PPC Brand,N,United Kingdom,2015,9,0
7691,Direct,N,United Kingdom,2015,7,0
7692,Display,Y,United Kingdom,2012,12,1
7693,PPC (inc Competitor),N,United Kingdom,2013,2,0
7694,Display,N,United Kingdom,2015,3,0
7695,Display,Y,United Kingdom,2018,4,1
7696,Display,N,United Kingdom,2016,1,0
7697,Display,Y,United Kingdom,2018,3,1
7698,Direct,N,United Kingdom,2018,7,0
7699,Affiliates,N,United Kingdom,2017,4,0
7700,Direct,N,Ireland,2013,3,0
7701,SEO,N,Ireland,2017,3,0
7702,Direct,Y,United Kingdom,2018,4,1
7703,Affiliates,Y,Other,2017,7,1
7704,Affiliates,Y,Other,2016,2,1
7705,PPC (inc Competitor),N,United Kingdom,2018,4,0
7706,PPC Brand,N,United Kingdom,2018,3,0
7707,Affiliates,N,United Kingdom,2018,9,0
7708,SEO,N,United Kingdom,2018,7,0
7709,Direct,N,United Kingdom,2018,9,0
7710,Direct,N,United Kingdom,2018,8,0
7711,Direct,N,United Kingdom,2018,6,0
7712,PPC (inc Competitor),N,United Kingdom,2018,6,0
7713,Affiliates,N,United Kingdom,2018,6,0
7714,Social,N,United Kingdom,2018,3,0
7715,PPC Brand,N,United Kingdom,2018,5,0
7716,Direct,N,United Kingdom,2018,3,0
7717,Direct,N,United Kingdom,2018,3,0
7718,PPC Brand,N,United Kingdom,2018,6,0
7719,Direct,N,United Kingdom,2018,4,0
7720,PPC Brand,N,United Kingdom,2018,4,0
7721,SEO,Y,Other,2018,4,1
7722,Direct,Y,Other,2018,4,1
7723,SEO,Y,United Kingdom,2018,7,1
7724,Direct,N,Ireland,2017,9,0
7725,Affiliates,Y,United Kingdom,2015,5,1
7726,PPC Brand,N,Ireland,2013,5,0
7727,Direct,N,Ireland,2017,2,0
7728,Direct,N,Ireland,2014,3,0
7729,PPC Brand,N,Ireland,2016,2,0
7730,PPC Brand,N,Ireland,2016,3,0
7731,Direct,N,United Kingdom,2017,3,0
7732,Direct,N,Ireland,2017,3,0
7733,Display,N,United Kingdom,2016,4,0
7734,PPC Brand,N,United Kingdom,2017,4,0
7735,Social,N,United Kingdom,2015,2,0
7736,PPC Brand,N,United Kingdom,2017,5,0
7737,Direct,N,United Kingdom,2016,9,0
7738,Affiliates,Y,United Kingdom,2018,12,1
7739,Direct,N,Ireland,2008,8,0
7740,Affiliates,Y,United Kingdom,2013,10,1
7741,SEO,Y,United Kingdom,2018,11,1
7742,SEO,N,Ireland,2011,3,0
7743,Direct,N,Ireland,2018,10,0
7744,PPC Brand,N,United Kingdom,2018,12,0
7745,Affiliates,N,United Kingdom,2018,11,0
7746,PPC (inc Competitor),N,United Kingdom,2018,11,0
7747,PPC (inc Competitor),N,United Kingdom,2018,11,0
7748,SEO,Y,United Kingdom,2018,9,1
7749,PPC Brand,N,United Kingdom,2018,4,0
7750,PPC Brand,N,United Kingdom,2018,4,0
7751,Social,N,United Kingdom,2018,5,0
7752,PPC Brand,N,United Kingdom,2018,3,0
7753,PPC Brand,Y,United Kingdom,2018,3,1
7754,PPC Brand,N,United Kingdom,2018,5,0
7755,Affiliates,N,United Kingdom,2018,4,0
7756,Direct,Y,United Kingdom,2018,4,1
7757,Direct,Y,United Kingdom,2017,11,1
7758,Affiliates,N,United Kingdom,2008,5,0
7759,PPC Brand,Y,United Kingdom,2012,7,1
7760,Affiliates,Y,United Kingdom,2017,7,1
7761,Direct,N,Ireland,2013,10,0
7762,Direct,N,Ireland,2009,3,0
7763,Display,N,United Kingdom,2017,4,0
7764,PPC (inc Competitor),N,United Kingdom,2015,4,0
7765,Direct,N,United Kingdom,2015,2,0
7766,Direct,N,Ireland,2017,9,0
7767,Display,N,United Kingdom,2017,4,0
7768,PPC Brand,N,United Kingdom,2015,3,0
7769,SEO,N,United Kingdom,2012,4,0
7770,PPC Brand,N,United Kingdom,2012,9,0
7771,Direct,N,United Kingdom,2016,4,0
7772,SEO,Y,United Kingdom,2018,11,1
7773,Affiliates,Y,Other,2018,11,1
7774,SEO,N,Ireland,2012,11,0
7775,SEO,Y,United Kingdom,2018,3,1
7776,SEO,Y,Other,2018,11,1
7777,PPC (inc Competitor),N,United Kingdom,2018,11,0
7778,PPC Brand,N,United Kingdom,2018,11,0
7779,Direct,N,United Kingdom,2018,11,0
7780,Affiliates,N,United Kingdom,2018,10,0
7781,Direct,N,United Kingdom,2018,11,0
7782,Affiliates,N,United Kingdom,2018,11,0
7783,PPC (inc Competitor),Y,United Kingdom,2018,10,1
7784,SEO,N,United Kingdom,2018,4,0
7785,Affiliates,Y,United Kingdom,2018,2,1
7786,Affiliates,N,United Kingdom,2018,4,0
7787,Direct,N,Ireland,2017,12,0
7788,PPC Brand,N,United Kingdom,2012,3,0
7789,PPC Brand,N,United Kingdom,2018,6,0
7790,Direct,N,United Kingdom,2016,12,0
7791,SEO,Y,United Kingdom,2018,12,1
7792,Affiliates,N,United Kingdom,2018,10,0
7793,Direct,N,Ireland,2009,9,0
7794,Direct,N,United Kingdom,2018,10,0
7795,PPC Brand,N,United Kingdom,2018,10,0
7796,PPC Brand,N,United Kingdom,2018,10,0
7797,Direct,N,United Kingdom,2018,12,0
7798,PPC Brand,Y,United Kingdom,2009,3,1
7799,SEO,Y,Other,2018,5,1
7800,SEO,N,United Kingdom,2018,9,0
7801,Social,N,United Kingdom,2018,2,0
7802,SEO,N,United Kingdom,2008,4,0
7803,PPC Brand,N,United Kingdom,2010,2,0
7804,Display,N,Ireland,2013,5,0
7805,Direct,N,United Kingdom,2017,1,0
7806,PPC Brand,N,United Kingdom,2018,5,0
7807,PPC Brand,Y,United Kingdom,2018,11,1
7808,Display,N,Ireland,2018,3,0
7809,PPC Brand,N,United Kingdom,2018,3,0
7810,Affiliates,N,United Kingdom,2018,3,0
7811,Affiliates,N,United Kingdom,2016,3,0
7812,Affiliates,N,United Kingdom,2010,6,0
7813,PPC (inc Competitor),N,Ireland,2016,1,0
7814,Affiliates,N,United Kingdom,2008,12,0
7815,PPC Brand,N,United Kingdom,2011,10,0
7816,Affiliates,N,United Kingdom,2013,9,0
7817,Affiliates,N,United Kingdom,2018,12,0
7818,Other,N,United Kingdom,2012,3,0
7819,Direct,Y,United Kingdom,2009,4,1
